,season_teams_count,position_class_team_1,position_class_team_2,diff_points_class,team_1_xg90_performance,team_2_xg90_performance,team_1_xga90_performance,team_2_xga90_performance,team_1_tsr_avg,team_2_tsr_avg,team1_all_classic_xgsh,team1_all_classic_xgash,team1_all_classic_gdxgd,team1_all_classic_wins,team1_all_classic_draw,team1_all_classic_defeat,team1_all_xg90_draw_xgxga,team1_all_xg90_zero_xgxga,team1_all_xg90_com_xgxga,team2_all_classic_xgd,team2_all_classic_gdxgd,team2_all_classic_xp,team2_all_classic_minutes,team2_all_xg90_draw_xga90,team2_all_xg90_draw_xgxga,team2_all_xg90_cxp_xg90,team2_all_xg90_cop_xg90,team2_all_five_draw_xg90,team_1_points_difference4,team_2_points_difference4,team_1_xg90_performance_diff4,team_2_xg90_performance_diff4,team_1_xga90_performance_diff4,team_2_xga90_performance_diff4,team_1_lucky_l4,team_2_lucky_l4,odds_open_win1,odds_open_draw,odds_open_win2,odds_open_tm25,odds_open_tb25,odds_close_win1,odds_close_draw,odds_close_win2,odds_close_tm25,odds_close_tb25,result_output
,20,H,C,D2,3.117.547,9.481.038,1.039.055,31.605.858,5.297.787,51.061.405,0.07,0.13,-2.4,0,5,4,0.64,0.58,0.11,6.8,-0.8,0,849,0.23,4.23,1.62,0.46,1.14,-10.000.005,-296.875,53.278.675,-15.447.373,-12.778.462,17.193.083,-33.237.147,-63.548.625,3.28,2.79,2.14,1.48,2.35,,,,,,1
,20,C,E,B1,11.437.396,6.188.035,5.212.059,15.902.758,66.515.076,35.329.956,0.11,0.09,-1.6,5,2,2,2.68,2.68,1.04,-10.5,1.5,0,859,1.26,0.36,0,0.1,0.14,-20.588.232,4.318.182,28.974.903,8.563.524,23.872.545,12.997.421,-5.069.901,68.653,1.61,3.23,4.92,1.62,2.09,1.65,3.32,5.37,1.64,2.18,1
,20,B,D,A1,10.442.773,15.449.313,83.543.336,10.289.632,59.987.656,682.474,0.11,0.09,-4.3,5,2,2,2.52,2.37,1,8.3,-3.3,0,870,0.54,1.69,1.07,1.66,0.77,32.352.943,-35.714.302,43.999.833,-329.513,-28.800.121,-33.179.832,38.141.143,-16.545.165,,,,,,,,,,,0
,20,G,H,B1,11.666.106,10.515.873,1.582.722,22.179.117,47.877.373,4.920.594,0.11,0.09,-4.5,2,2,5,1.19,1.2,1,-3.2,-7.8,0,851,1.83,0.33,0,0.1,0.63,12.499.999,-25.000.004,-10.858.053,35.099.884,29.925.432,4.747.652,-19.208.044,24.524.021,2.15,2.78,3.27,1.55,2.22,2.01,3.06,3.75,1.61,2.24,1
,20,C,D,A1,14.791.363,19.085.457,13.770.398,11.484.383,48.031.994,6.570.283,0.09,0.11,3.4,5,0,4,0.66,0.48,0.88,3.1,3.9,0,856,0.74,1.79,2.35,1.05,1.34,-9.999.998,12.499.998,-12.944.895,30.439.832,14.120.915,-54.842.224,18.410.563,-15.182.298,,,,,,,,,,,2
,20,A,F,C1,14.628.507,11.693.767,10.514.247,51.955.783,4.574.074,47.293.266,0.1,0.1,5.7,5,3,1,1.08,2.05,1.9,0.8,-1.8,0,714,1.15,0.89,1.47,1.68,0.53,25,57.499.992,11.170.781,17.728.846,-20.059.212,-33.829.788,19.677.675,-10.479.753,1.86,3.06,3.72,1.56,2.2,1.97,3.16,3.56,1.47,2.46,1
,20,D,E,A1,12.608.696,1.045.837,10.446.066,16.837.214,50.493.916,38.421.078,0.12,0.1,2.7,4,2,3,1.14,1.44,0.85,-4.7,-1.3,0,854,0.94,0.77,0,0.6,0.45,44.642.853,4.318.182,21.750.664,30.131.765,-2.723.624,-17.534.843,6.601.682,-15.444.112,1.8,2.96,4.18,1.55,2.23,2.36,2.86,3.02,1.6,2.21,1
,20,E,H,C1,12.555.795,62.776.303,12.621.129,13.567.976,41.401.848,4.301.777,0.12,0.12,3.5,3,3,3,0.58,0.68,0.49,-2,-5,0,855,0.65,0.87,0,0.25,0.29,-25.000.004,-10.000.005,8.629.589,30.563.385,21.456.282,39.141.422,-24.285.793,-6.170.094,,,,,,,,,,,0
,20,B,C,A1,11.505.944,10.428.925,41.760.913,62.398.297,6.338.709,51.577.908,0.08,0.07,1.4,5,2,2,1.59,1.79,3.86,2.7,1.3,0,859,1.45,0.63,0.23,1.37,0.87,-73.529.387,-43.75,-14.624.511,18.295.187,-15.865.978,11.918.303,-24.806.798,-42.809.987,2.22,2.74,3.17,1.54,2.25,2.27,2.88,3.29,1.6,2.25,1
,20,A,D,A1,11.403.865,1.468.371,93.554.467,11.449.608,58.300.575,63.433.907,0.08,0.1,0.9,5,2,2,1.61,1.74,0.32,9.4,-6.4,0,856,0.89,1.46,1.11,3.68,1.34,-3.382.353,-51.785.713,-60.578.567,-17.031.256,46.523.113,5.991.124,-4.244.604,27.747.548,2,2.92,3.63,1.59,2.18,2.05,2.88,3.89,1.5,2.42,2
,20,F,E,B2,9.422.028,14.630.363,17.871.491,94.123.447,47.183.224,4.801.431,0.09,0.12,-2.4,2,2,5,0.68,0.59,0.26,0.6,4.4,0,855,0.58,1.58,0.85,0.97,0.9,40.625,12.499.998,33.072.914,5.290.895,-24.223.595,25.772.861,15.180.194,1.895.777,2.36,2.8,2.86,1.55,2.22,2.85,3.09,2.4,1.61,2.23,1
,20,F,G,A1,1.373.065,8.318.042,13.752.662,15.728.182,37.239.483,44.854.668,0.17,0.12,1.4,2,3,4,0.91,0.73,1.36,-2.4,-4.6,0,857,0.99,0.74,0,0.17,0.78,0,-35.714.302,16.317.677,15.533.094,-2.631.701,2.104.019,-16.809.243,-113.319.516,,,,,,,,,,,1
,20,C,B,A2,5.617.988,1.532.197,52.606.964,11.852.206,5.318.938,44.521.595,0.12,0.08,1.2,4,4,1,2.68,2.32,0.15,-1.2,4.2,0,849,1.1,0.84,0.47,1.24,0.58,-15.625.007,32.352.943,-19.040.633,24.598.265,343.807,24.644.423,-42.463.913,12.635.863,,,,,,,,,,,2
,8,H,A,D2,951,14.072.165,13.585.742,50.554.806,57.439.697,55.155.495,0.13,0.2,-0.3,1,2,4,0.91,1.44,2.93,1.1,4.9,0,665,0.83,1.37,1.25,0.6,0.85,7.499.999,-1.157.894,7.097.791,-19.780.191,-25.582.644,47.074.704,36.107.004,33.216.953,,,,,,,,,,,2
,8,G,H,C1,58.051.866,58.673.465,10.578.294,20.063.105,4.945.346,32.197.662,0.09,0.12,-2.6,3,1,4,0.68,0.83,0.29,-9.6,-2.4,0,761,1.99,0.43,0,0.29,0.69,-40,0,20.779.328,-5.217.379,7.779.582,-2.017.939,-24.413.484,-30.019.277,,,,,,,,,,,1
,8,A,B,C1,23.784.304,11.962.364,35.418.424,717.372,60.436.092,42.593.174,0.16,0.07,-0.5,7,1,0,16.8,12.61,0,-0.8,4.8,0,757,0.97,0.77,0.08,1.65,0.99,9.090.909,-2.857.143,3.947.369,-47.415.726,-28.564.844,4.859.721,,6.967.764,,,,,,,,,,,1
,8,A,B,B1,151.169,70.928.335,81.360.656,47.038.016,52.485.054,58.727.104,0.11,0.08,2,5,1,2,2.04,1.38,1.66,2.4,-0.4,0,760,0.97,1.05,0.77,1.19,0.74,-50,6.666.667,-3.650.794,38.231.922,27.895.055,-46.930.004,-661.055,27.343.982,,,,,,,,,,,2
,8,G,H,A1,69.285.715,47.037.035,14.078.695,1.275.179,47.404.606,44.202.843,0.08,0.14,3.3,2,2,4,0.74,0.73,0.13,-3,-4,0,760,1.05,0.54,0,0.35,0.49,50,60.000.004,65.291.986,-25.354.334,10.225.008,-5.402.433,-3.569.424,13.423.645,,,,,,,,,,,1
,20,D,D,A2,15.741.993,10.471.873,14.679.865,10.503.124,55.284.725,46.352.592,0.13,0.12,-2,3,3,3,1.62,1.67,2.5,-2.5,2.5,0,856,1.42,0.42,0.59,0.79,0.48,-6.250.003,-3.076.923,15.723.494,-24.084.354,8.998.606,23.208.818,-19.098.681,61.865.926,,,,,,,,,,,1
,20,C,A,C2,14.666.667,15.678.318,16.857.649,41.470.805,4.756.227,5.599.518,0.1,0.11,-1.5,4,2,3,1.13,0.74,0.74,11.5,-0.5,0,859,0.38,2.86,1.73,2.08,0.68,-35.714.287,-79.545.445,-26.652.891,27.206.357,35.617.184,-17.294.964,41.044.927,30.333.304,3.37,2.95,2.02,1.66,2.03,,,,,,1
,20,E,G,A1,73.753.524,6.262.116,11.611.569,10.399.008,46.372.665,55.536.976,0.12,0.11,-3.4,3,2,4,0.8,0.55,0.72,-1.9,-2.1,0,856,0.7,0.97,1.25,0.97,0.75,-18.181.818,12.499.999,12.053.569,30.518.166,16.098.625,676.012,-49.626.654,31.194.234,2.72,2.69,2.56,1.49,2.31,,,,,,1
,20,E,F,A1,73.628.336,10.399.398,14.745.727,13.491.116,38.067.074,46.559.498,0.11,0.13,-1.1,3,1,5,0.31,0.31,0.83,1.4,-4.4,0,862,1.14,0.81,0.17,0.83,0.85,57.499.992,0,26.211.902,-30.797.212,-363.979,26.021.326,27.674.031,9.027.088,2.26,2.75,3.07,1.54,2.24,2.19,3.32,3.01,1.7,2.07,1
,20,A,C,D1,30.808.852,83.505.017,4.174.418,7.353.527,6.925.739,47.378.014,0.18,0.1,7.3,8,1,0,5.61,13.25,0,-3,4,0,855,0.64,1.09,0.81,1.05,0.92,8.000.004,-35.714.287,12.351.115,-34.868.423,-11.171.961,15.983.542,-39.169.025,-22.779.375,1.44,3.76,5.84,1.72,1.94,1.44,4.11,6.41,1.86,1.91,0
,20,D,C,A2,15.634.749,9.374.262,10.477.625,62.350.106,43.569.958,5.144.432,0.11,0.12,2.4,3,4,2,0.85,1.17,2.91,-0.1,3.1,0,857,0.42,1.17,0.5,1.06,0.37,-13.461.536,44.642.853,42.114.346,-41.057.938,8.955.307,10.884.373,-2.958.312,25.752.902,,,,,,,,,,,1
,20,G,F,A2,9.357.884,9.303.483,14.588.487,1.470.445,42.549.606,31.876.745,0.11,0.12,-2.1,1,3,5,0.57,0.63,0.92,-3.9,-1.1,0,863,1.58,0.57,2.09,0.81,0.88,-62.5,50,46.215.958,19.598.936,-4.309.817,49.170.307,-8.984.557,4.448.222,2.06,2.9,3.32,1.55,2.22,,,,,,0
,20,B,E,C1,17.813.038,10.490.435,62.355.953,10.500.338,53.644.825,53.874.588,0.11,0.08,7.2,6,2,1,2.9,3.15,1.78,1.2,-1.2,0,855,0.48,2.02,0.17,1.6,1.02,-10.000.005,-6.250.003,23.080.236,29.194.963,56.004.517,-25.720.613,-96.178.055,29.775.512,1.58,3.34,4.95,1.69,1.98,1.72,4.03,3.79,1.79,1.98,2
,20,F,H,A1,5.231.143,93.278.086,15.636.277,16.709.976,6.650.827,52.959.972,0.09,0.14,-11.4,2,2,5,1.64,1.95,0.47,-3.1,-3.9,0,860,1.38,0.94,0.53,0.5,1.41,12.499.999,12.499.997,10.537.804,-46.692.986,-25.648.657,30.912.489,27.272.522,9.833.529,,,,,,,,,,,0
,20,H,B,D2,52.161.884,14.648.148,18.889.081,11.581.559,35.699.966,48.394.253,0.07,0.16,1,1,1,7,0.33,0.34,0.22,-4.4,7.4,0,854,1.48,0.6,1.35,0.89,0.83,68.75,32.352.943,68.072.424,-11.891.674,-155.367.985,-31.453.505,-6.395.935,23.845.692,,,,,,,,,,,1
,14,G,F,A2,78.715.557,34.126.106,15.740.526,9.209.296,41.646.072,43.299.786,0.08,0.15,0.8,1,2,5,0.33,0.53,0.67,-0.8,-4.2,0,779,0.84,1.01,0,0.7,0.89,-20,42.857.143,13.785.563,-2.123.177,1.986.243,-30.636.928,19.459.617,10.503.694,2.19,3.24,3.57,1.675,2.22,2.31,3.16,3.39,1.628,2.3,1
,14,H,A,D2,46.407.768,17.452.022,12.775.234,4.583.055,3.927.745,6.856.771,0.07,0.11,-1.1,0,3,5,0.53,0.63,0.52,7.9,3.1,0,770,0.7,2.01,1.64,2.25,0.96,33.333.336,33.333.336,5.020.915,3.799.705,-14.477.695,-28.143.284,41.289.866,2.515.514,8.14,4.34,1.408,1.819,1.99,11.19,5.25,1.297,2.09,1.757,1
,14,B,F,C1,10.030.553,695.283,66.590.613,80.186.886,58.809.612,45.793.827,0.1,0.11,1.3,4,3,1,4.19,5.51,3.53,-0.8,-0.2,0,773,0.8,0.61,1.46,1.42,0.43,-33.333.336,25,-13.110.932,-9.090.903,50.954.483,9.456.166,6.692.016,8.054.701,1.425,4.61,7.54,1.751,2.1,1.362,4.41,11.07,1.709,2.16,1
,14,A,D,D1,16.054.823,1.169.571,22.671.537,10.546.752,6.801.612,50.425.343,0.16,0.08,1.3,8,0,0,2.16,2.34,7.16,-0.9,1.9,0,768,1.48,0.77,1.42,0.91,0.99,0,-7.692.308,-8.169.441,7.545.372,-27.888.548,11.806.394,10.505.497,-41.884.392,1.97,3.23,4.37,1.568,2.44,1.724,3.29,6.06,1.465,2.74,2
,14,H,G,A2,58.845.025,79.697.454,2.010.607,19.297.798,40.993.256,4.594.237,0.08,0.15,-2.2,0,2,6,0.54,0.54,0.32,-3,-7,0,783,1.02,1.05,0,0.45,0.8,0,-60.000.004,16.770.184,-24.475.555,-37.255.948,18.986.994,-48.199.594,12.120.336,2.13,3.43,3.52,1.719,2.15,1.819,3.34,5.04,1.699,2.18,1
,14,E,C,A2,14.114.976,13.836.734,11.824.496,8.154.904,33.473.667,63.492.947,0.12,0.09,5,3,2,3,0.89,0.81,0.47,12.2,-7.2,0,779,0.57,2.97,0.85,1.19,1.28,-27.272.728,-14.285.715,77.170.477,19.216.187,14.404.222,3.202.526,-21.377.826,-22.934.538,6.01,4.03,1.5,1.769,1.98,7.59,4.32,1.454,1.826,2.02,1
,14,D,B,B2,12.714.646,1.618.848,10.406.011,92.108.583,4.592.172,5.434.012,0.15,0.12,2.8,3,2,3,0.74,0.43,1.59,0.4,5.6,0,774,1.08,1.12,0.62,0.16,1.18,-27.272.728,4.117.647,-27.904.669,43.651.745,5.373.271,-3.528.921,14.519.888,-23.774.499,2.13,3.46,3.48,1.763,2.08,2.42,3.23,3.1,1.746,2.11,1
,24,E,F,B1,10.597.008,72.540.873,93.674.743,12.701.589,46.643.875,41.576.355,0.11,0.1,1.2,4,5,6,0.71,0.82,0.86,-10.2,3.2,0,1344,1.48,0.41,1.14,2.13,0.73,54.411.762,16.666.666,-73.245.034,-31.932.772,-16.658.575,8.839.323,30.806.458,1.453.187,1.892,3.59,4.38,1.757,2.13,2.22,3.22,3.67,1.653,2.31,2
,24,C,G,D1,11.393.683,7.371.199,67.175.496,14.177.608,5.338.208,45.088.192,0.12,0.11,5.4,7,2,5,0.92,1.26,0.9,-7.7,-2.3,0,1341,1.15,0.41,0.26,1.19,0.24,5.217.391,90.909.096,46.472.588,45.933.212,-5.544.757,-12.350.139,24.575.138,1.561.634,2.04,3.37,4.03,1.704,2.22,2.03,3.27,4.26,1.694,2.23,0
,24,F,C,C2,10.776.075,15.448.477,12.615.546,10.212.597,55.176.563,50.286.053,0.11,0.09,-7.4,4,3,7,1.7,2.64,1.6,9.8,-2.8,0,1321,0.78,1.56,1.44,1.84,1.53,6.333.334,20.833.323,26.513.762,-19.757.612,-9.367.195,-19.890.114,60.260.475,4.315.241,1.666,3.93,5.46,1.806,1.98,1.869,3.56,4.54,1.769,2.12,1
,24,B,E,D1,16.084.975,87.299.323,9.861.534,11.255.919,5.376.524,49.587.658,0.13,0.13,8.8,9,3,3,1.53,0.97,0.88,1.6,-5.6,0,1446,0.7,1.43,0,1.24,0.9,-50,-1.666.667,-39.907.875,-22.717.186,-26.679.626,-5.223.408,-50.101.733,-5.477.026,2.17,3.28,3.72,1.684,2.25,2.21,3.2,3.73,1.578,2.47,0
,24,B,F,D1,15.482.836,8.933.501,10.744.972,12.265.421,62.123.886,51.809.746,0.13,0.12,-4.5,8,2,4,1.31,1.17,2.42,-1.5,-3.5,0,1454,1.08,0.68,0.79,0.56,0.3,-5.769.228,-19.642.859,1.304.951,3.967.693,-6.526.107,10.616.212,-33.060.384,-10.491.383,1.714,3.86,5.15,1.854,1.925,1.917,3.51,4.38,1.819,2.06,1
,24,A,F,E1,15.322.123,39.943.013,5.988.482,93.213.946,6.027.038,48.731.525,0.1,0.13,10.2,10,3,1,1.29,0.94,12.16,-3.8,-4.2,0,1335,0.73,0.89,0,0.58,1.13,-469.697,61.538.464,-15.077.994,3.414.397,24.230.006,-30.899.433,-54.865.086,7.251.465,1.636,3.89,5.9,1.724,2.18,1.704,3.55,5.96,1.606,2.41,1
,24,H,C,D2,8.251.462,11.923.012,17.018.653,8.000.975,4.274.159,5.045.707,0.11,0.14,-3.2,1,6,8,0.56,0.69,0.49,0.5,4.5,0,1346,0.96,1.09,0.23,0.77,0.95,24.999.996,-41.666.668,19.330.256,-3.644.451,-15.727.141,26.051.617,-13.406.873,-33.163.577,3.54,3.42,2.18,1.813,1.97,3.36,3.35,2.28,1.735,2.16,2
,24,D,A,D2,11.923.002,1.389.735,12.565.769,8.793.716,38.563.828,6.400.054,0.14,0.1,-1.2,6,4,5,0.78,0.64,1.34,9.7,-1.7,0,1433,0.7,1.65,0.79,1.81,1.49,-65.909.096,-17.968.754,41.027.565,-14.285.721,13.964.431,-12.109.203,-57.743.984,54.770.035,3.56,3.39,2.18,1.781,2.02,3.93,3.46,2.04,1.763,2.12,2
,24,H,F,A2,66.109.985,10.125.811,1.260.255,16.934.673,404.531,33.509.613,0.12,0.11,-5,2,3,9,0.62,0.65,0.93,-12.1,2.1,0,1331,1.33,0.65,0.04,0.56,1.04,16.666.668,75,30.933.231,33.967.937,-10.794.875,8.174.312,-23.417.878,21.707.535,2.04,3.55,3.81,1.862,1.925,2.38,3.29,3.24,1.714,2.2,1
,24,C,C,A2,12.707.725,10.434.132,7.360.722,9.842.416,5.298.196,52.668.903,0.12,0.09,3.7,7,4,3,1.48,1.51,3.11,2.5,0.5,0,1435,0.62,1.51,9.67,1.19,0.45,-1.999.999,2.980.769,-2.946.217,38.617.883,-18.604.656,-26.733.885,3.496.009,-115.754.485,1.99,3.63,3.88,1.9,1.884,2.11,3.64,3.51,1.97,1.9,1
,24,D,D,A2,11.264.871,12.215.809,10.628.617,78.896.594,51.259.445,47.161.877,0.11,0.1,-0.5,7,1,6,1.53,1.59,0.39,6.2,-0.2,0,1342,0.87,1.44,1.09,0.47,1.15,-84.090.904,21.739.126,-14.996.526,-7.240.399,3.039.701,10.349.218,-36.908.394,10.372.802,2.63,3.08,3.04,1.632,2.23,2.48,3.2,3.16,1.649,2.32,1
,24,E,E,A2,10.665.549,9.364.162,14.110.825,10.748.085,48.884.163,455.576,0.11,0.13,0.8,4,3,7,0.66,0.78,1.01,-3.9,1.9,0,1337,0.6,1.31,1.17,0.63,2.12,40.000.004,-41.666.664,31.839.595,-61.728.394,8.164.379,28.089.882,15.335.917,49.653.792,2.18,3.31,3.66,1.704,2.21,2.18,3.24,3.75,1.675,2.27,1
,12,B,A,D2,16.063.906,13.797.076,11.959.804,6.321.078,56.389.973,48.898.693,0.12,0.12,-8.2,8,3,6,2.25,1.83,2.24,4.9,8.1,0,1650,0.61,1.53,0.77,0.6,0.98,-21.296.293,11.842.106,785.068,2.427.746,-579.556,-36.791.485,-29.613.382,-32.610.202,1.628,4.04,5.72,1.884,1.9,1.925,3.69,4.1,1.884,1.98,0
,12,D,B,D2,98.393.226,12.411.712,12.267.957,5.445.545,45.982.082,5.049.569,0.09,0.12,3,6,4,7,0.6,0.6,1.73,9,4,0,1628,0.58,1.41,1.37,0.48,0.57,15.909.088,-12.5,15.522.385,-30.268.738,16.167.658,23.376.617,52.485.096,51.226.318,3.47,3.51,2.17,1.862,1.925,5.4,3.86,1.689,1.8,2.07,1
,12,A,E,D1,1.650.955,10.776.496,8.962.303,12.105.013,560.311,49.362.614,0.15,0.1,-0.6,11,3,3,2.75,3.46,1.76,-2.4,0.4,0,1632,0.77,1.01,0.17,1.02,0.98,4.166.666,41.666.668,-24.622.747,112.449.255,-7.628.871,-23.845.974,25.167.892,27.300.649,1.4,4.79,8.68,2.15,1.746,1.483,4.32,7.58,1.98,1.892,2
,12,H,G,A2,9.948.712,7.455.468,12.551.042,12.303.942,50.000.862,33.204.273,0.1,0.12,-2.4,5,2,10,1.71,2.04,0.51,-10.9,2.9,0,1651,0.84,0.38,1.39,0.55,0.25,-75,27.499.994,-21.785.904,36.124.237,-9.483.305,75.018.883,-7.082.455,-13.285.404,1.757,3.76,5,1.925,1.862,1.769,3.71,4.97,1.869,2,1
,12,F,H,D1,9.322.709,55.092.186,10.953.436,14.269.323,3.809.566,38.068.867,0.1,0.09,-2.5,6,3,8,0.66,0.61,1.13,-10,-6,0,1640,1.03,0.74,0,0.43,1.41,-19.047.619,62.499.995,27.228.338,-33.117.527,-17.548.073,-28.507.769,-4.344.043,37.710.786,2.15,3.21,3.89,1.689,2.24,2.09,3.27,3.99,1.769,2.12,0
,12,C,G,B1,12.932.736,9.858.418,12.351.472,14.660.937,4.379.614,4.261.522,0.13,0.1,0,6,5,6,0.61,0.63,2.29,-10.4,1.4,0,1635,1.2,0.6,0,0.54,0.83,-76.086.946,-7.638.889,-23.974.913,-7.134.333,34.343.433,34.373.318,46.622.765,-3.213.817,2.07,3.24,4.13,1.598,2.42,2.24,3.19,3.65,1.694,2.23,2
,20,D,D,A1,70.060.486,10.400.391,12.373.409,70.069.927,4.593.652,43.205.925,0.11,0.11,-2.4,3,3,2,1.79,1.61,0.36,0.5,2.5,0,758,0.39,2.05,0.64,0.51,1.03,-33.333.336,33.333.336,-79.136.653,-28.450.703,49.054.413,-40.718.563,-9.977.561,10.053.704,2.56,2.67,2.73,1.47,2.36,2.83,2.85,2.63,1.48,2.51,1
,20,F,H,A1,94.296.575,35.857.666,12.823.721,11.764.213,4.887.128,51.266.773,0.06,0.09,-0.3,1,4,3,0.63,0.45,1.41,-4.7,-2.3,0,764,0.77,0.59,0,0.12,0.4,14.285.715,-50,-4.838.714,22.519.073,12.226.023,-9.340.625,7.384.366,-7.199.209,2.13,2.75,3.36,1.5,2.29,2,2.97,4.04,1.61,2.25,1
,20,A,D,B1,15.264.691,11.542.792,93.106.586,686.471,51.877.018,54.527.283,0.11,0.1,2.7,6,0,2,1.04,1.01,0.26,7.3,-3.3,0,772,0.78,0.94,0.18,1.19,1.16,0,33.333.336,-25.918.568,23.121.946,77.305.534,-5.870.698,20.593.679,365.237,,,,1.59,2.15,,,,1.63,2.22,2
,20,G,E,B2,35.461.164,12.621.188,93.197.113,9.356.373,36.840.973,6.890.796,0.08,0.08,-1.8,1,3,4,0.63,0.72,0.16,7.2,-4.2,0,769,0.56,1.67,0.95,1.43,0.79,-33.333.336,9.090.909,-4.722.799,6.984.667,-13.489.006,-338.459,28.614.265,-27.015.162,,,,,,,,,,,1
,20,F,C,B2,6.486.487,92.643.285,13.649.725,8.054.084,50.934.074,61.236.115,0.06,0.15,0.3,2,2,4,0.6,0.59,0.32,5.2,-4.2,0,761,0.54,2.34,0,1.28,1.05,75,14.285.715,41.964.283,-24.099.722,-727.835,-31.016.598,64.143.074,12.889.986,3.87,3.01,1.85,1.62,2.1,3.62,2.89,2.16,1.61,2.25,2
,20,A,C,B1,14.007.263,115.328,47.371.227,59.117.675,47.097.576,6.693.473,0.17,0.11,5,6,0,2,1.56,1.56,0.06,6.9,-1.9,0,767,0.33,2.46,0,2.01,0.82,33.333.336,-42.857.143,22.904.068,16.864.174,-4.502.875,15.952.441,4.938.022,-5.725.504,2.74,2.68,2.55,1.49,2.33,3.82,3,2.04,1.55,2.34,1
,20,F,H,A1,8.159.824,45.628.834,916.476,11.657.164,4.225.716,5.099.617,0.11,0.1,0.9,1,4,3,0.69,0.69,0.49,-2.5,-3.5,0,760,1.29,0.42,0,0,0.81,-42.857.143,0,-40.251.575,-49.243.694,-124.844.596,-8.496.894,2.706.114,-12.888.889,2.19,2.7,3.29,1.48,2.33,1.92,3.25,3.89,1.72,2.07,0
,20,G,E,B2,6.842.105,9.162.012,17.007.192,6.836.977,4.072.592,55.022.038,0.09,0.11,-4.1,2,0,6,0.38,0.4,0.66,-0.7,2.7,0,763,0.68,1.04,0.52,0.7,0.94,100,60.000.004,29.020.988,518.293,-5.953.773,-402.155,32.996.762,37.401.205,2.49,2.83,2.66,1.53,2.23,2.51,2.87,2.96,1.55,2.33,2
,20,B,B,A2,10.402.777,20.130.546,34.600.767,581.795,4.709.925,40.679.504,0.12,0.05,1.1,4,3,1,2.93,3.36,1.07,3.4,8.6,0,765,0.48,3.61,0.89,0.99,1.73,-33.333.336,12.5,-45.794.395,6.731.714,36.669.652,-70.042.105,-3.959.092,13.157.129,1.9,2.85,3.91,1.5,2.3,2.15,2.89,3.65,1.47,2.55,2
,20,E,C,C2,4.562.363,15.333.023,16.706.347,11.678.314,3.271.495,50.368.786,0.08,0.15,0.2,2,2,4,0.18,0.15,1.62,-1.1,4.1,0,769,0.82,1.98,0.24,0.67,1.87,0,-60.000.004,-20.383.696,-45.098.023,7.236.216,12.612.663,4.002.347,-61.100.787,2.75,2.86,2.4,1.56,2.2,3.01,3.18,2.28,1.65,2.19,2
,20,C,F,B1,16.116.196,15.450.606,13.522.967,14.274.353,4.532.489,34.156.322,0.08,0.09,2.4,4,2,2,1.1,1.07,1,-2.2,3.2,0,759,1.36,0.74,0.87,1.33,0.34,42.857.143,11.111.112,2.098.765,26.378.283,-18.699.015,9.338.849,10.167.649,-6.327.462,2.37,2.8,2.95,1.58,2.19,2.35,3.08,2.99,1.75,2.03,2
,27,F,E,A2,13.261.377,11.959.714,15.932.198,15.526.533,4.468.879,4.530.529,0.12,0.14,5.7,11,6,15,0.81,0.85,0.64,-11.8,-0.2,0,3062,1.17,0.91,0.91,1.21,1.02,25.641.026,-60.000.004,25.312.788,53.810.627,8.113.584,36.875.664,2.699.244,-5.118.478,2,3.65,3.01,2.19,1.581,1.884,4.05,3.57,2.53,1.5,1
,27,D,E,B1,12.807.993,14.527.344,11.143.247,17.053.386,5.297.885,4.445.303,0.11,0.13,3.9,11,12,9,1.04,0.98,1.59,4.2,-13.2,0,3102,1.35,0.94,0.01,1.36,1.12,-46.666.668,-3.846.154,-28.154.839,3.260.154,16.548.992,463.461,100.545.466,7.500.851,1.781,3.79,3.56,2.2,1.571,1.273,5.81,8.93,2.43,1.529,1
,20,F,F,A2,8.094.807,7.017.857,16.427.586,94.464.344,31.550.993,54.289.444,0.13,0.1,-2.2,1,3,4,0.52,0.59,2.26,-1,-1,0,759,0.67,1.03,1.25,0.97,0.79,33.333.336,0,-13.577.032,17.862.597,3.948.754,4.708.695,57.515.645,2.961.831,3.06,2.85,2.2,1.55,2.23,2.79,2.97,2.56,1.62,2.23,1
,20,G,B,C2,9.235.151,1.502.163,13.519.908,16.197.637,46.879.436,46.507.553,0.13,0.1,-4.8,0,6,2,0.71,0.84,0.85,-0.3,-0.7,0,761,1.16,1.21,0.05,0.86,1.7,-33.333.336,-42.857.143,-18.766.521,-11.724.135,2.310.349,34.497.375,16.514.575,-7.662.243,2.45,2.94,2.61,1.66,2.03,2.86,2.99,2.5,1.81,1.98,1
,20,C,A,C2,11.442.916,33.398.488,10.338.484,46.689.454,4.881.333,68.747.894,0.1,0.11,2.6,4,1,3,0.5,0.53,1.49,16.9,7.1,0,758,0.51,5.13,2.52,2.12,1.66,7.692.308,9.090.909,-30.946.878,15.176.914,-60.843.015,-23.778.957,56.014.645,-37.839.365,3.48,2.89,2,1.56,2.21,3.88,3.2,1.94,1.79,2.01,1
,20,D,F,B1,82.894.737,4.604.278,7.038.778,16.513.504,48.612.762,6.700.931,0.08,0.09,2.9,4,1,3,1.35,1.35,1.07,0.4,-10.4,0,765,0.82,1.38,0,0.75,1.09,-3.846.154,-14.285.715,-3.333.333,-1.544.715,-15.122.993,-17.219.057,-7.510.452,-5.766.849,2.29,2.74,3.05,1.55,2.22,2.61,2.87,2.83,1.47,2.55,1
